Nr;Afd.;Aanvang;Thuis;Uit;Zwembad
6604;D1.H1;01-10-11 17:40;TriVia 4;Ritola Z & PC 2;Helperbad (Groningen );,  ;
6613;D1.H1;09-10-11 20:45;Ritola Z & PC 2;TriVia 3;Aqualaren (Zuidlaren );,  ;
6617;D1.H1;15-10-11 19:15;SG Middelsé-Skelp 1;Ritola Z & PC 2;It Gryn (Stiens );,  ;
6624;D1.H1;30-10-11 19:15;Ritola Z & PC 2;MZ&PC De Reest 3;Aqualaren (Zuidlaren );,  ;
6625;D1.H1;05-11-11 17:15;Wetterwille 1;Ritola Z & PC 2;Wetterstins (Bergum );,  ;
6636;D1.H1;13-11-11 20:00;Ritola Z & PC 2;GZVW 1;Aqualaren (Zuidlaren );,  ;
6642;D1.H1;20-11-11 18:30;Ritola Z & PC 1;Ritola Z & PC 2;Aqualaren (Zuidlaren );,  ;
6648;D1.H1;27-11-11 20:00;Ritola Z & PC 2;Neptunia`24 3;Aqualaren (Zuidlaren );,  ;
6653;D1.H1;04-12-11 18:30;Ritola Z & PC 2;De Plons 1;Aqualaren (Zuidlaren );,  ;
6657;D1.H1;10-12-11 18:00;Orca 3;Ritola Z & PC 2;De Blauwe Golf (Leeuwarden );,  ;
6663;D1.H1;07-01-12 20:00;MZ&PC De Reest 3;Ritola Z & PC 2;Bad Hesselingen (Meppel );,  ;
6668;D1.H1;15-01-12 20:00;Ritola Z & PC 2;De Kikker 2;Aqualaren (Zuidlaren );,  ;
6676;D1.H1;05-02-12 20:00;Ritola Z & PC 2;TriVia 4;Aqualaren (Zuidlaren );,  ;
6678;D1.H1;11-02-12 17:30;TriVia 3;Ritola Z & PC 2;Helperbad (Groningen );,  ;
6687;D1.H1;19-02-12 19:15;Ritola Z & PC 2;SG Middelsé-Skelp 1;Aqualaren (Zuidlaren );,  ;
6699;D1.H1;11-03-12 20:00;Ritola Z & PC 2;Wetterwille 1;Aqualaren (Zuidlaren );,  ;
6704;D1.H1;18-03-12 17:00;GZVW 1;Ritola Z & PC 2;De Watertoren (Winschoten );,  ;
6710;D1.H1;25-03-12 20:00;Ritola Z & PC 2;Ritola Z & PC 1;Aqualaren (Zuidlaren );,  ;
6716;D1.H1;01-04-12 20:15;Neptunia`24 3;Ritola Z & PC 2;It Rak (Sneek );,  ;
6720;D1.H1;14-04-12 19:45;De Plons 1;Ritola Z & PC 2;de Swaneburg (Coevorden );,  ;
6726;D1.H1;22-04-12 18:30;Ritola Z & PC 2;Orca 3;Aqualaren (Zuidlaren );,  ;
6733;D1.H1;28-04-12 19:15;De Kikker 2;Ritola Z & PC 2;Aquarenabad (Emmen );,  ;
